"Dental_Practice_Code","address1","address2","address3","pc7","HB","HBQF","HSCP","HSCPQF","CA","CAQF","DataZone","DataZoneQF","Registrations","RegistrationsQF"
5248,"DENTAL SCOTLAND","1-3 BRIDGE STREET","GLASGOW","G5  9JB","S08000031","","S37000034","","S12000049","","S01010035","","3838",""
5250,"1 SMILE DENTAL CLINIC","13 RENFIELD STREET","GLASGOW","G2  5AH","S08000031","","S37000034","","S12000049","","S01010275","","3883",""
5253,"THE ONE DENTAL PRACTICE","19 GARTOCHER ROAD","GLASGOW","G32 0AH","S08000031","","S37000034","","S12000049","","S01010164","","1512",""
5254,"BRIDGE STREET AESTHETIC&DENTAL CLINIC","24-28 BRIDGE STREET","ABERDEEN","AB116JJ","S08000020","","S37000001","","S12000033","","S01006586","","15910",""
5255,"WESTERWOOD DENTAL CLINIC","53 MITCHELL STREET","GLASGOW","G1  3LN","S08000031","","S37000034","","S12000049","","S01010275","","1059",""
5260,"WRIGHT DENTAL AND BEAUTY CARE","10 HIGH STREET","DUMBARTON","G82 1LL","S08000031","","S37000029","","S12000039","","S01013195","","1724",""
5261,"HAZEL HIRAM DENTAL CARE","26 TOWNHEAD","KIRKINTILLOCH","G66 1NL","S08000031","","S37000009","","S12000045","","S01008131","","3078",""
5262,"CHURCH HILL DENTAL PRACTICE","37-39 MORNINGSIDE ROAD","EDINBURGH","EH104DR","S08000024","","S37000012","","S12000036","","S01008636","","3002",""
5263,"ORKNEY DENTAL","62-64 VICTORIA STREET","KIRKWALL","KW151DN","S08000025","","S37000022","","S12000023","","S01011822","","9248",""
5269,"WEST GRANTON DENTAL CARE","3 WATERFRONT BROADWAY","EDINBURGH","EH5 1SA","S08000024","","S37000012","","S12000036","","S01008928","","11693",""
5270,"PHOENIX CLINIC","4 HAIRST STREET","RENFREW","PA4 8QX","S08000031","","S37000024","","S12000038","","S01012185","","2919",""
5271,"STONEHAVEN DENTAL PRACTICE","4-6 BARCLAY STREET","STONEHAVEN","AB392BJ","S08000020","","S37000002","","S12000034","","S01006835","","2109",""
5273,"S&A SMILE CLINIC","12 KILDROSTAN STREET","POLLOKSHIELDS","G41 4LU","S08000031","","S37000034","","S12000049","","S01009915","","2881",""
5274,"8 TO 8 DENTAL","32 WEST CHURCH STREET","BUCKIE","AB561HL","S08000020","","S37000019","","S12000020","","S01011079","","11483",""
5276,"INFINITYBLU DENTAL CARE & IMPLANT CLINIC","20 COMMERCIAL STREET","ALYTH","PH118AF","S08000030","","S37000033","","S12000048","","S01011976","","3030",""
5277,"FAITHLIE DENTAL PRACTICE","FRASERBURGH HOSPITAL SITE","LOCHPOTS RD, FRASERBURGH","AB439NF","S08000020","","S37000002","","S12000034","","S01007123","","5329",""
5278,"TAIN DENTAL CARE","TAIN HEALTH CENTRE, CRAIGHILL TERRACE","TAIN","IV191EU","S08000022","","S37000016","","S12000017","","S01010753","","5541",""
5282,"INVERURIE DENTAL PRACTICE","13 HIGH STREET","INVERURIE","AB513QA","S08000020","","S37000002","","S12000034","","S01006905","","13832",""
5287,"INVERURIE SMILE CARE","31 HIGH STREET","INVERURIE","AB513QA","S08000020","","S37000002","","S12000034","","S01006905","","10654",""
5288,"VITALITY DENTAL","5/3 BRISTO SQUARE","EDINBURGH","EH8 9AL","S08000024","","S37000012","","S12000036","","S01008673","","11184",""
5291,"I-SMILE DENTAL PRACTICE","322 GEORGE STREET","ABERDEEN","AB251HJ","S08000020","","S37000001","","S12000033","","S01006645","","3252",""
5295,"STORM DENTAL","167 MAIN STREET","DREGHORN","KA114AF","S08000015","","S37000020","","S12000021","","S01011189","","5192",""
5296,"STEWARTFIELD DENTAL CARE","UNIT1, 5 MACNEISH WAY","STEWARTFIELD, EAST KILBRIDE","G74 4TT","S08000032","","S37000028","","S12000029","","S01012946","","6038",""
5298,"DUNDEE DENTAL CARE","31 BUTTARS LOAN","DUNDEE","DD2 4PE","S08000030","","S37000007","","S12000042","","S01007856","","9961",""
5299,"LINWOOD DENTAL CARE","19E BRIDGE STREET","LINWOOD","PA3 3DL","S08000031","","S37000024","","S12000038","","S01012221","","4171",""
5302,"LOSSIEMOUTH DENTAL PRACTICE","2 CLIFTON ROAD","LOSSIEMOUTH","IV316DJ","S08000020","","S37000019","","S12000020","","S01011134","","6775",""
5304,"DENTAL CARE BY CLAIRE TIERNEY","UNIT 1, 122 KIRKINTILLOCH RD","BISHOPBRIGGS","G64 2AB","S08000031","","S37000009","","S12000045","","S01008100","","2504",""
5310,"ROSYTH DENTAL CARE","103 QUEENSFERRY ROAD","ROSYTH","KY112PS","S08000029","","S37000032","","S12000047","","S01009369","","2870",""
5311,"HURLFORD DENTAL PRACTICE","2 ACADEMY STREET","HURLFORD","KA1 5BU","S08000015","","S37000008","","S12000008","","S01007957","","2277",""
5314,"CITI SMILE & AESTHETICS","460 PAISLEY ROAD WEST","GLASGOW","G51 1PX","S08000031","","S37000034","","S12000049","","S01009863","","3300",""
5315,"KILWINNING DENTAL CARE","145 MAIN STREET","KILWINNING","KA136EQ","S08000015","","S37000020","","S12000021","","S01011294","","2845",""
5316,"AIRDRIE DENTAL CARE","82-84 GRAHAM STREET","AIRDRIE","ML6 6DB","S08000032","","S37000035","","S12000050","","S01011643","","9723",""
5321,"BONNYRIGG DENTAL CARE","3 STAISIDE COURT","BONNYRIGG","EH193PZ","S08000024","","S37000018","","S12000019","","S01010975","","6293",""
5322,"ABRONHILL DENTAL","ABRONHILL SHOPPING CENTRE","14 LARCH RD., CUMBERNAULD","G67 3AZ","S08000032","","S37000035","","S12000050","","S01011757","","4984",""
5323,"BRUNTSFIELD DENTAL IAN OLLERHEAD","226 BRUNTSFIELD PLACE","EDINBURGH","EH104DE","S08000024","","S37000012","","S12000036","","S01008635","","639",""
5325,"NORTH KESSOCK DENTAL PRACTICE","MISSION HALL","MAIN STREET, NORTH KESSOCK","IV1 3XN","S08000022","","S37000016","","S12000017","","S01010726","","1116",""
5326,"GREEN APPLE DENTAL STUDIO","141 GARSCADDEN ROAD","GLASGOW","G15 6UQ","S08000031","","S37000034","","S12000049","","S01010489","","1723",""
5327,"E H DENTAL CARE","2 ROSEBURN TERRACE","EDINBURGH","EH126AW","S08000024","","S37000012","","S12000036","","S01008873","","7792",""
5329,"SMILES @ LEGACY","309 SPRINGFIELD ROAD","GLASGOW","G40 3LJ","S08000031","","S37000034","","S12000049","","S01010050","","4734",""
5333,"NEWKIRKGATE DENTAL CARE","2 GREAT JUNCTION STREET","EDINBURGH","EH6 5LA","S08000024","","S37000012","","S12000036","","S01008786","","13909",""
5334,"ORKNEY DENTAL","22 JOHN STREET","STROMNESS","KW163AD","S08000025","","S37000022","","S12000023","","S01011805","","3338",""
5336,"4 MARKET STREET","LERWICK","SHETLAND","ZE1 0JN","S08000026","","S37000026","","S12000027","","S01012398","","6300",""
5337,"BUCHAN BRAES DENTAL CLINIC","UNIT2,BUCHAN BRAES BUSINESS PARK","STATION AVE, BODDAM","AB423AR","S08000020","","S37000002","","S12000034","","S01007069","","595",""
5338,"KINTORE DENTAL PRACTICE","UNITS 4&5,MIDMILL PARADE","KINTORE","AB510UY","S08000020","","S37000002","","S12000034","","S01006916","","8130",""
5340,"OBAN DENTAL ACCESS CENTRE","LORN&ISLANDS HOSPITAL","GLENGALLAN RD., OBAN","PA344HH","S08000022","","S37000004","","S12000035","","S01007291","","5566",""
5342,"BUTTERCUP 7 DAY DENTAL","UNITS 10-11,BROOMHILL SHOP. CENTRE","NORBY RD, GLASGOW","G11 7BN","S08000031","","S37000034","","S12000049","","S01010418","","5096",""
5343,"CANMORE DENTAL LOCHGELLY","126-128 MAIN STREET","LOCHGELLY","KY5 9AA","S08000029","","S37000032","","S12000047","","S01009449","","4837",""
5345,"THE LINDEN TREE DENTAL LOUNGE","3 GEORGE SQUARE, CASTLE BRAE","DUNFERMLINE","KY118QF","S08000029","","S37000032","","S12000047","","S01009357","","187",""
5346,"ST VINCENT SMILE","23C ST VINCENT CRESCENT","GLASGOW","G3  8LH","S08000031","","S37000034","","S12000049","","S01010283","","2739",""
5350,"SOMERSET PLACE DENTAL PRACTICE","8 SOMERSET PLACE","GLASGOW","G3  7JT","S08000031","","S37000034","","S12000049","","S01010289","","40",""
5351,"OASIS DENTAL CARE T/A BUPA DENTAL CARE","ST ANDREWS COMM. HOSPITAL","LARGO RD, ST ANDREWS","KY168AR","S08000029","","S37000032","","S12000047","","S01009730","","12982",""
5356,"BRITE DENTAL PAISLEY","47 NEILSTON ROAD","PAISLEY","PA2 6LY","S08000031","","S37000024","","S12000038","","S01012109","","12848",""
5357,"BEECH TREE DENTAL CARE","4 BEECH ROAD","DUNBLANE","FK150AA","S08000019","","S37000005","","S12000030","","S01013099","","1946",""
5360,"YOUR PERFECT SMILE DENTAL CLINIC","6 GRANISH WAY","AVIEMORE","PH221UQ","S08000022","","S37000016","","S12000017","","S01010538","","15",""
5361,"PETERCULTER DENTAL PRACTICE","279/281 NORTH DEESIDE ROAD","PETERCULTER","AB140UL","S08000020","","S37000001","","S12000033","","S01006506","","6303",""
5362,"MONKLANDS DENTAL CARE","7 LORNE PLACE","COATBRIDGE","ML5 4FS","S08000032","","S37000035","","S12000050","","S01011610","","3233",""
5363,"KW DENTAL","336 CLEPINGTON ROAD","DUNDEE","DD3 8RZ","S08000030","","S37000007","","S12000042","","S01007825","","8234",""
5364,"DENTISTRY WITH CARE","3 QUARRY ROAD","IRVINE","KA120TE","S08000015","","S37000020","","S12000021","","S01011226","","278",""
5365,"BOSCO DENTAL STUDIO","UNIT 3, 25 THORNY CROOK GARDENS","DALKEITH","EH222RF","S08000024","","S37000018","","S12000019","","S01011006","","3932",""
5366,"GIFFNOCK VILLAGE DENTAL CARE","261 FENWICK ROAD","GIFFNOCK","G46 6JX","S08000031","","S37000011","","S12000011","","S01008406","","587",""
5367,"HOLYROOD DENTAL CARE","85 HOLYROOD ROAD","EDINBURGH","EH8 8AU","S08000024","","S37000012","","S12000036","","S01008684","","4153",""
5368,"WHITFIELD DENTAL CARE","1A THE CRESCENT, LOTHIAN CRESCENT","DUNDEE","DD4 0HU","S08000030","","S37000007","","S12000042","","S01007784","","4780",""
5371,"INFINITYBLU DENTAL PRACTICE","14 BRIDGE STREET","DUNKELD","PH8 0AH","S08000030","","S37000033","","S12000048","","S01012008","","3847",""
5372,"PORTREE DENTAL CARE","SRAID AN EORNA","PORTREE, ISLE OF SKYE","IV519TU","S08000022","","S37000016","","S12000017","","S01010678","","8588",""
5374,"PHILIP FRIEL ADVANCED DENTISTRY","154 HYNDLAND ROAD","GLASGOW","G12 9HZ","S08000031","","S37000034","","S12000049","","S01010401","","26",""
5376,"LA BELLE COURT","3 QUALITY STREET","DAVIDSON'S MAINS,EDINBURGH","EH4 5BP","S08000024","","S37000012","","S12000036","","S01008937","","1208",""
5378,"OLDMACHAR DENTAL CARE","JESMOND DRIVE","BRIDGE OF DON","AB228UR","S08000020","","S37000001","","S12000033","","S01006773","","3041",""
5382,"CARDONALD SMILES","838 MOSSPARK DRIVE","GLASGOW","G52 3DA","S08000031","","S37000034","","S12000049","","S01009809","","2230",""
5384,"ABERCROMBIE SMILE DESIGN","UNIT 2-3 ASHDALE DRIVE","WESTHILL","AB326LP","S08000020","","S37000002","","S12000034","","S01006940","","5707",""
5385,"CASHEL DAISLEY","234 WEST GEORGE STREET","GLASGOW","G2  4QY","S08000031","","S37000034","","S12000049","","S01010275","","12",""
5386,"THE CROSS DENTAL AND IMPLANT CENTRE","78 STENHOUSE PLACE EAST","EDINBURGH","EH113DQ","S08000024","","S37000012","","S12000036","","S01008476","","3505",""
5390,"HOUSTON DENTAL","13B KIRK ROAD","HOUSTON","PA6 7HW","S08000031","","S37000024","","S12000038","","S01012236","","2781",""
5391,"AURA DENTISTRY","56 THORNBRIDGE ROAD","GLASGOW","G69 6RR","S08000031","","S37000034","","S12000049","","S01010093","","167",""
5392,"EASTER ROSS DENTAL CARE","ALBANY ROAD","INVERGORDON","IV180HA","S08000022","","S37000016","","S12000017","","S01010742","","8423",""
5393,"WICK DENTAL PRACTICE","UNIT 8, WICK BUSINESS PARK","WICK","KW1 4QR","S08000022","","S37000016","","S12000017","","S01010788","","6025",""
5394,"SNOWDROP CLINIC","44 OLD GLAMIS ROAD","DUNDEE","DD3 8JQ","S08000030","","S37000007","","S12000042","","S01007824","","4942",""
5396,"DAISYBANK CLINIC","BERSTANE ROAD","KIRKWALL","KW151NA","S08000025","","S37000022","","S12000023","","S01011825","","918",""
5397,"H. M. I. FORTH VALLEY","BRIGHTONS","POLMONT","FK2 0AB","S08000019","","S37000013","","S12000014","","S01009192","","70",""
5398,"HIGH STREET DENTAL","58 HIGH STREET","BIGGAR","ML126BJ","S08000032","","S37000028","","S12000029","","S01012576","","5040",""
5399,"NEILSTON DENTAL SURGERY","99 MAIN STREET","NEILSTON","G78 3NH","S08000031","","S37000011","","S12000011","","S01008299","","3325",""
5400,"MAIN STREET DENTAL CLINIC","BUCHANAN CENTRE, 126-130 MAIN STR","COATBRIDGE","ML5 3BJ","S08000032","","S37000035","","S12000050","","S01011601","","6428",""
5403,"BISHOPTON DENTAL CLINIC","12 STATION ROAD","BISHOPTON","PA7 5AJ","S08000031","","S37000024","","S12000038","","S01012216","","4437",""
5404,"KALYANI DENTAL LOUNGE","200 BATH STREET","GLASGOW","G2  4HG","S08000031","","S37000034","","S12000049","","S01010275","","154",""
5407,"ISLAY AND JURA DENTAL PRACTICE","12 SHORE STREET","BOWMORE","PA437LB","S08000022","","S37000004","","S12000035","","S01007327","","3920",""
5408,"ENVISAGE KILMACOLM","10 ST JAMES TERRACE","KILMACOLM","PA134HB","S08000031","","S37000017","","S12000018","","S01010816","","1884",""
5409,"GORBALS DENTAL CLINIC","2 SANDIEFIELD ROAD","GLASGOW","G5  9AB","S08000031","","S37000034","","S12000049","","S01010034","","6917",""
5410,"SPRINGBURN DENTAL CARE","275 SPRINGBURN WAY","GLASGOW","G21 1JX","S08000031","","S37000034","","S12000049","","S01010212","","8368",""
5411,"MYDENTIST THE FORGE, UNIT 60 THE","FORGE SHOPPING CENTRE, 1221 GALLOWGATE","GLASGOW","G31 4EB","S08000031","","S37000034","","S12000049","","S01010052","","9458",""
5412,"CASTLEVIEW DENTAL PRACTICE","79 CROMWELL STREET","STORNOWAY,ISLE OF LEWIS","HS1 2DG","S08000028","","S37000031","","S12000013","","S01009041","","8777",""
5413,"KINGSWELLS DENTAL PRACTICE","UNIT D FOURCOURT PAVILIONS","KINGSWELLS","AB158PU","S08000020","","S37000001","","S12000033","","S01006732","","4329",""
5430,"GARTHAMLOCK DENTAL CARE","6 REDCASTLE SQUARE",NA,"G33 5EG","S08000031","","S37000034","","S12000049","","S01010171","","3748",""
5431,"LOCKERBIE DENTAL","80 HIGH STREET","LOCKERBIE","DG112EU","S08000017","","S37000006","","S12000006","","S01007638","","12342",""
5433,"BRIDGE OF WEIR DENTAL & AESTHETIC","NO 1 GATESIDE, 2 PRIESTON ROAD","BRIDGE OF WEIR","PA113AJ","S08000031","","S37000024","","S12000038","","S01012237","","247",""
5434,"GLASGOW DENTAL CENTRE","1403 GALLOWGATE","GLASGOW","G31 4EU","S08000031","","S37000034","","S12000049","","S01010052","","5995",""
5437,"WOODSIDE DENTAL PRACTICE","891 GARSCUBE ROAD","GLASGOW","G20 7ER","S08000031","","S37000034","","S12000049","","S01010305","","14449",""
5438,"GOVAN DENTAL CARE","788 GOVAN ROAD","GLASGOW","G51 3YL","S08000031","","S37000034","","S12000049","","S01009862","","8515",""
5439,"MY DENTIST","2 MACMILLAN SQUARE","EDINBURGH","EH4 4AB","S08000024","","S37000012","","S12000036","","S01008930","","7600",""
5440,"SMILE DENTAL CLINIC ST ANDREWS","106 SOUTH STREET","ST ANDREWS","KY169QD","S08000029","","S37000032","","S12000047","","S01009722","","6024",""
5441,"THE DENTAL CO","276 KIRKINTILLOCH ROAD","BISHOPBRIGGS","G64 2PT","S08000031","","S37000009","","S12000045","","S01008094","","3949",""
5443,"DARGAVEL DENTAL CARE","7 DALGETY DRIVE","BISHOPTON","PA7 5LN","S08000031","","S37000024","","S12000038","","S01012029","","5056",""
5444,"THE AUCHINAIRN DENTAL PRACTICE","2 BEECH ROAD, AUCHINAIRN","BISHOPBRIGGS, GLASGOW","G64 1NE","S08000031","","S37000009","","S12000045","","S01008105","","1392",""
5445,"BROOMFIELD DENTAL","UNIT 3, 584 BROOMFIELD ROAD","GLASGOW","G21 3HN","S08000031","","S37000034","","S12000049","","S01010202","","5035",""
5447,"ONE DENTAL CARE","42 NEW STREET","DALRY","KA245AF","S08000015","","S37000020","","S12000021","","S01011301","","4621",""
5448,"THE DENTAL STUDIO","398 VICTORIA ROAD, GROUND FLOOR","GLASGOW","G42 8YR","S08000031","","S37000034","","S12000049","","S01009893","","5559",""
5449,"TIWARI WATSON DENTAL CARE","1360 SPRINGBURN ROAD","GLASGOW","G21 1UX","S08000031","","S37000034","","S12000049","","S01010215","","7155",""
5450,"UNION STREET DENTAL","11 UNION STREET","LOCHGILPHEAD","PA318JS","S08000022","","S37000004","","S12000035","","S01007316","","5621",""
5451,"PARK DENTAL COMPANY","16 THORNIEWOOD ROAD","UDDINGSTON","G71 5QQ","S08000032","","S37000035","","S12000050","","S01011548","","6612",""
5452,"PARKHEAD CROSS ORTHODONTICS","47/49 TOLLCROSS ROAD","GLASGOW","G31 4UG","S08000031","","S37000034","","S12000049","","S01010049","","","c"
5453,"DENTISTRY AT BOTHWELL BRIDGE","5 MAIN STREET","BOTHWELL","G71 8RD","S08000032","","S37000028","","S12000029","","S01012801","","2841",""
5455,"CHERRY COURT DENTAL CARE & IMPLANT CLINI","3 CHERRY COURT, CAVALRY PARK","PEEBLES","EH459BU","S08000016","","S37000025","","S12000026","","S01012256","","2679",""
5456,"UNION STREET DENTAL CENTRE","19 UNION STREET","INVERNESS","IV1 1PP","S08000022","","S37000016","","S12000017","","S01010620","","1076",""
5457,"BURNSIDE DENTAL CARE","289 STONELAW ROAD","BURNSIDE","G73 3RN","S08000032","","S37000028","","S12000029","","S01012880","","5284",""
5459,"HMP DUMFRIES","TERREGLES STREET","DUMFRIES","DG2 9AX","S08000017","","S37000006","","S12000006","","S01007587","","51",""
5460,"QUEEN STREET DENTAL PRACTICE","93 QUEEN STREET","PETERHEAD","AB421UA","S08000020","","S37000002","","S12000034","","S01007085","","9477",""
5461,"ABERDEEN DENTAL CARE","116 ROSEMOUNT PLACE","ABERDEEN","AB252YW","S08000020","","S37000001","","S12000033","","S01006566","","3722",""
5462,"INFINITYBLU DENTAL CARE & IMPLANT CLINIC","81 FEUS","AUCHTERARDER","PH3 1DG","S08000030","","S37000033","","S12000048","","S01011853","","4513",""
5463,"ORTHODONTIC LOUNGE","100 THE JEWEL","EDINBURGH","EH153AR","S08000024","","S37000012","","S12000036","","S01008717","","338",""
5464,"GLENBERVIE DENTAL CLINIC","UNIT 7, KINNAIRD VILLAGE CENTRE","MCINTYRE AVENUE, LARBERT","FK5 4XT","S08000019","","S37000013","","S12000014","","S01009090","","9636",""
5465,"WESTWOOD DENTAL PRACTICE","121-133 WESTWOOD SQUARE","EAST KILBRIDE","G75 8JQ","S08000032","","S37000028","","S12000029","","S01012956","","3213",""
5466,"QUEENSWAY DENTAL CARE","8 ALBERTA PLACE","EAST KILBRIDE","G75 8AA","S08000032","","S37000028","","S12000029","","S01012988","","1636",""
5469,"YOUR DENTIST","9-11 CLERK STREET","EDINBURGH","EH8 9JH","S08000024","","S37000012","","S12000036","","S01008671","","10759",""
5470,"GRETNA DENTAL PRACTICE","139-141 CENTRAL AVENUE","GRETNA","DG165AQ","S08000017","","S37000006","","S12000006","","S01007678","","708",""
5476,"KHUSH DENTAL","129 KIRKINTILLOCH ROAD","BISHOPBRIGGS","G64 2LR","S08000031","","S37000009","","S12000045","","S01008100","","5107",""
5477,"HAMILTON SMILE STUDIOS","20-22 BRANDON STREET","HAMILTON","ML3 6AB","S08000032","","S37000028","","S12000029","","S01012718","","1373",""
5478,"WOODSTOCK DENTAL","13 WOODSTOCK ROAD","LANARK","ML117DJ","S08000032","","S37000028","","S12000029","","S01012623","","6640",""
5480,"GUNNING DENTAL","104 HIGH STREET","ANNAN","DG126DW","S08000017","","S37000006","","S12000006","","S01007661","","5143",""
5483,"MYDENTIST CROWN RETAIL","UNIT 15, CROWN RETAIL PARK","GUSHETFAULDS PLACE, GLASGOW","G5  0DP","S08000031","","S37000034","","S12000049","","S01010033","","20456",""
5484,"ATELIER DENTISTRY","178 BATH STREET","GLASGOW","G2  4HG","S08000031","","S37000034","","S12000049","","S01010275","","66",""
5485,"WESTERWOOD MERCHANT CITY 5845","80 HUTCHESON STREET","GLASGOW","G1  1SH","S08000031","","S37000034","","S12000049","","S01010264","","111",""
5486,"INFINITYBLU DENTAL CARE & IMPLANT CLINIC","LAUREL BANK, MAIN STREET","KILLIN","FK218UW","S08000019","","S37000005","","S12000030","","S01013120","","2069",""
5488,"KELSO DENTAL CARE","36-40 HORSEMARKET","KELSO","TD5 7HD","S08000016","","S37000025","","S12000026","","S01012339","","10573",""
5489,"WEST END SMILES","360 DUMBARTON ROAD","GLASGOW","G11 6RZ","S08000031","","S37000034","","S12000049","","S01010396","","3587",""
5490,"(MY) DENTIST","87-91 BRANDON PARADE SOUTH","MOTHERWELL","ML1 1RB","S08000032","","S37000035","","S12000050","","S01011473","","12211",""
5491,"IRVINE DENTAL STUDIO","32 BRIDGEGATE","IRVINE","KA128BQ","S08000015","","S37000020","","S12000021","","S01011227","","1993",""
5493,"FORFAR DENTAL CARE","83 CASTLE STREET","FORFAR","DD8 3AG","S08000030","","S37000003","","S12000041","","S01007257","","5255",""
5495,"FALKIRK COURTYARD DENTAL","UNIT 4, CALLANDER BUSINESS PARK","FALKIRK","FK1 1XR","S08000019","","S37000013","","S12000014","","S01009149","","19150",""
5496,"DUNS DENTAL CARE","4 MURRAY STREET","DUNS","TD113DE","S08000016","","S37000025","","S12000026","","S01012305","","4652",""
5497,"STIRLING DENTAL CARE","31 DUMBARTON ROAD","STIRLING","FK8 2LQ","S08000019","","S37000005","","S12000030","","S01013067","","3850",""
5498,"DARNLEY DENTAL","500 CORSELET ROAD","GLASGOW","G53 7RN","S08000031","","S37000034","","S12000049","","S01009766","","2077",""
5499,"SDC CLINICS LTD","195 HIGH STREET","DUMFRIES","DG1 2QT","S08000017","","S37000006","","S12000006","","S01007612","","1474",""
5500,"BRIDGE OF ALLAN DENTAL CARE","90 HENDERSON STREET","BRIDGE OF ALLAN","FK9 4HD","S08000019","","S37000005","","S12000030","","S01013086","","888",""
5501,"ROBERTSON DENTAL","8 NITHSDALE ROAD","GLASGOW","G41 2AA","S08000031","","S37000034","","S12000049","","S01009909","","3750",""
5512,"ANDREW SCOTT DENTAL CARE","39 QUEENS ROAD","ABERDEEN","AB154ZN","S08000020","","S37000001","","S12000033","","S01006574","","32",""
5513,"THE TRINITY DENTIST","133 GRANTON ROAD","EDINBURGH","EH5 3NJ","S08000024","","S37000012","","S12000036","","S01008828","","505",""
5514,"{MY} DENTIST","23 PHILIP MURRAY ROAD","BELLSHILL","ML4 3FA","S08000032","","S37000035","","S12000050","","S01011532","","13398",""
5515,"230-234 BATTLEFIELD ROAD","BATTLEFIELD","GLASGOW","G42 9HN","S08000031","","S37000034","","S12000049","","S01009901","","3047",""
5516,"57 MAIN STREET","THORNLIEBANK","GLASGOW","G46 7RX","S08000031","","S37000011","","S12000011","","S01008409","","5609",""
5517,"FRESH FACED COSMETIC CLINIC","42 CALEDONIAN CRESCENT","EDINBURGH","EH112AG","S08000024","","S37000012","","S12000036","","S01008654","","8",""
5518,"CORNERSTONE SMILE","50 ST JOHN'S ROAD","EDINBURGH","EH126PB","S08000024","","S37000012","","S12000036","","S01008972","","221",""
5519,"89-95 FOUNTAINBRIDGE","EDINBURGH",NA,"EH3 9PU","S08000024","","S37000012","","S12000036","","S01008663","","1913",""
5520,"MORPHO ADVANCED DENTISTRY & AESTHETICS","4 ST MAURICE'S GATE","CUMBERNAULD","G68 9FW","S08000032","","S37000035","","S12000050","","S01011727","","","c"
5521,"UNITED DENTAL LOUNGE","3 LEDI ROAD","NEWLANDS","G43 2BJ","S08000031","","S37000034","","S12000049","","S01009953","","64",""
5522,"LETS SMILE DENTAL CARE","24 BANK STREET","INVERNESS","IV1 1QU","S08000022","","S37000016","","S12000017","","S01010620","","3003",""
5523,"ELITE SMILE","UNIT 104, LIVINGSTON SHOPPING CENTRE","LIVINGSTON","EH546HR","S08000024","","S37000030","","S12000040","","S01013283","","3118",""
5524,"MY DENTIST","113 ST JOHN'S ROAD","EDINBURGH","EH127SB","S08000024","","S37000012","","S12000036","","S01008975","","7056",""
5525,"UIST & BARRA DENTAL HUB","BALIVANICH","ISLE OF BENBECULA","HS7 5QA","S08000028","","S37000031","","S12000013","","S01009019","","1761",""
5526,"CROY DENTAL","1 MACKINNON DRIVE","INVERNESS","IV2 5PD","S08000022","","S37000016","","S12000017","","S01010568","","1547",""
5527,"TAYPORT DENTAL PRACTICE","13 CASTLE STREET","TAYPORT","DD6 9AE","S08000029","","S37000032","","S12000047","","S01009749","","447",""
5528,"BLESSING DENTAL CARE","51 IVANHOE ROAD","PAISLEY","PA2 0JZ","S08000031","","S37000024","","S12000038","","S01012082","","4203",""
5531,"RIPPLE DENTAL","48-50 DUNDAS STREET","EDINBURGH","EH3 6JN","S08000024","","S37000012","","S12000036","","S01008850","","1690",""
5532,"DENTAL BEES DUMFRIES","124 QUEENSBERRY STREET","DUMFRIES","DG1 1BU","S08000017","","S37000006","","S12000006","","S01007612","","79",""
5533,"103 DENTAL & IMPLANT PRACTICE","103 EAST LONDON STREET","EDINBURGH","EH7 4BF","S08000024","","S37000012","","S12000036","","S01008845","","3860",""
5534,"APEX DENTAL SPA","40 BRAES OF GRAY ROAD, DYKES OF GRAY","DUNDEE","DD2 5FQ","S08000030","","S37000007","","S12000042","","S01007867","","1232",""
5535,"LEWIS DENTISTRY","LEWIS TAYLOR HOUSE, 6 LEWIS STREET","STRANRAER","DG9 7AA","S08000017","","S37000006","","S12000006","","S01007487","","864",""
5536,"DENTISTRY WITH CARE","232 PRESTWICK ROAD","AYR","KA8 8NW","S08000015","","S37000027","","S12000028","","S01012507","","13",""
5537,"GILBROT HEALTHCARE LTD","1 BRAIDCRAFT PLACE","GLASGOW","G53 5EU","S08000031","","S37000034","","S12000049","","S01009789","","798",""
5539,"MILLERBANK DENTAL","1 MILLARBANK STREET","GLASGOW","G21 1AP","S08000031","","S37000034","","S12000049","","S01010223","","5535",""
5540,"MAUCHLINE DENTAL SURGERY","4 KILMARNOCK ROAD","MAUCHLINE","KA5 5DD","S08000015","","S37000008","","S12000008","","S01007895","","4684",""
5541,"CRAFTED DENTAL","18 KING STREET","STIRLING","FK8 1AY","S08000019","","S37000005","","S12000030","","S01013067","","61",""
5542,"ERSKINE DENTAL CARE","1ST FLOOR, 6 BRIDGEWATER SHOPPING CENTRE","ERSKINE","PA8 7AA","S08000031","","S37000024","","S12000038","","S01012198","","1400",""
5544,"FLOSSBAR","82A PORTLAND STREET","TROON","KA106QU","S08000015","","S37000027","","S12000028","","S01012566","","12",""
5545,"ROS AN IAR DENTAL PRACTICE","LOCHALSH HEALTH CENTRE, STATION RD","KYLE OF LOCHALSH","IV408AE","S08000022","","S37000016","","S12000017","","S01010672","","2478",""
5546,"BLACK AND BROWN DENTAL","UNIT 4A, PITTSBURGH RETAIL PARK","DUNFERMLINE","KY118DX","S08000029","","S37000032","","S12000047","","S01009404","","3502",""
5547,"PARTICK CROSS DENTAL & IMPLANT CENTRE","7 PARTICK BRIDGE STREET","GLASGOW","G11 6PN","S08000031","","S37000034","","S12000049","","S01010381","","2274",""
